insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Goldenrod', 357, 'light', 150, '2016-03-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Khaki', 383, 'light', 43, '2018-11-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Green', 383, 'heavy', 103, '2019-11-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Isuzu', 'Fuscia', 215, 'light', 4, '2015-03-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Orange', 276, 'heavy', 125, '2011-11-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Fuscia', 282, 'heavy', 163, '2017-09-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Aquamarine', 255, 'heavy', 95, '2020-03-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Puce', 214, 'light', 59, '2011-12-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Red', 196, 'heavy', 29, '2020-08-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Puce', 354, 'light', 108, '2012-11-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Maroon', 390, 'light', 7, '2018-06-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Alfa Romeo', 'Khaki', 184, 'light', 119, '2012-07-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Teal', 369, 'heavy', 135, '2016-09-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Goldenrod', 150, 'heavy', 155, '2018-10-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Maybach', 'Yellow', 275, 'light', 42, '2016-08-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Green', 265, 'light', 32, '2014-11-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Blue', 384, 'light', 30, '2016-03-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Violet', 381, 'heavy', 39, '2021-05-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Aston Martin', 'Aquamarine', 344, 'light', 147, '2010-09-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Fuscia', 224, 'light', 152, '2022-05-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Green', 176, 'light', 74, '2012-08-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Red', 340, 'heavy', 98, '2015-04-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Purple', 154, 'light', 17, '2014-03-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Crimson', 263, 'heavy', 129, '2010-11-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Violet', 178, 'heavy', 118, '2013-10-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Maybach', 'Puce', 149, 'light', 55, '2017-01-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Turquoise', 249, 'light', 155, '2014-02-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Crimson', 156, 'light', 29, '2020-11-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Yellow', 341, 'heavy', 138, '2021-05-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Green', 388, 'light', 30, '2021-03-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Puce', 383, 'heavy', 103, '2013-04-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Puce', 263, 'heavy', 103, '2020-07-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Teal', 247, 'heavy', 100, '2017-06-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Yellow', 182, 'heavy', 15, '2015-03-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Teal', 207, 'heavy', 161, '2012-12-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Orange', 397, 'heavy', 25, '2020-07-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Purple', 253, 'heavy', 152, '2021-11-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Indigo', 304, 'heavy', 164, '2018-06-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Goldenrod', 382, 'light', 152, '2014-02-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Indigo', 383, 'light', 39, '2022-07-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Green', 307, 'light', 138, '2013-05-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lamborghini', 'Teal', 240, 'light', 58, '2022-11-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Indigo', 170, 'light', 10, '2011-06-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lamborghini', 'Aquamarine', 381, 'heavy', 54, '2015-05-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Khaki', 271, 'light', 117, '2012-08-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Goldenrod', 188, 'heavy', 52, '2014-10-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Violet', 189, 'heavy', 4, '2017-05-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Maroon', 306, 'light', 46, '2020-05-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Crimson', 386, 'light', 36, '2014-09-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Oldsmobile', 'Teal', 365, 'heavy', 2, '2022-12-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Red', 141, 'light', 83, '2017-10-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Buick', 'Khaki', 199, 'heavy', 52, '2017-04-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Fuscia', 372, 'heavy', 28, '2023-03-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Red', 155, 'heavy', 17, '2020-06-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jaguar', 'Puce', 215, 'light', 68, '2018-09-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Yellow', 373, 'light', 76, '2015-03-14');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Maroon', 382, 'light', 128, '2011-02-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Orange', 183, 'heavy', 129, '2019-06-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Green', 268, 'light', 37, '2020-09-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Mauv', 302, 'light', 47, '2012-04-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Pink', 346, 'light', 41, '2010-11-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Indigo', 251, 'light', 63, '2019-02-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ferrari', 'Puce', 176, 'light', 129, '2017-12-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Purple', 239, 'light', 108, '2016-06-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Khaki', 294, 'heavy', 76, '2010-11-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ferrari', 'Mauv', 259, 'light', 16, '2013-05-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Blue', 329, 'heavy', 138, '2022-06-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Crimson', 354, 'heavy', 54, '2016-11-13');
insert into cars (name, color, speed, type, model_id, created_at) values ('Buick', 'Khaki', 359, 'heavy', 56, '2014-04-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Blue', 410, 'heavy', 152, '2019-01-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Khaki', 197, 'heavy', 90, '2010-09-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Aquamarine', 305, 'heavy', 79, '2012-09-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Fuscia', 300, 'heavy', 39, '2013-03-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Fuscia', 400, 'light', 50, '2010-07-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jaguar', 'Maroon', 258, 'light', 49, '2019-04-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Pink', 147, 'heavy', 65, '2023-10-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Yellow', 164, 'light', 91, '2022-05-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Purple', 344, 'light', 89, '2018-09-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Pink', 368, 'light', 157, '2017-01-14');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Aquamarine', 303, 'light', 25, '2016-12-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Teal', 409, 'light', 51, '2023-01-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Fuscia', 141, 'light', 148, '2015-08-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volvo', 'Green', 236, 'light', 94, '2021-02-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Orange', 277, 'heavy', 20, '2017-02-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Fuscia', 197, 'light', 39, '2013-11-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Alfa Romeo', 'Red', 245, 'light', 146, '2016-08-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Turquoise', 263, 'light', 38, '2022-06-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Green', 388, 'heavy', 70, '2019-08-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Yellow', 229, 'light', 9, '2024-02-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Green', 373, 'heavy', 107, '2011-07-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Pink', 217, 'heavy', 63, '2024-02-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Crimson', 176, 'light', 121, '2014-04-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Purple', 167, 'heavy', 114, '2022-07-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hummer', 'Red', 265, 'light', 2, '2012-12-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Green', 400, 'light', 96, '2021-03-14');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Purple', 244, 'heavy', 91, '2023-07-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Teal', 231, 'light', 117, '2023-12-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Indigo', 258, 'heavy', 150, '2020-02-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Turquoise', 382, 'light', 24, '2021-10-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Fuscia', 249, 'light', 8, '2017-08-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Goldenrod', 410, 'heavy', 103, '2012-02-13');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Purple', 268, 'heavy', 140, '2011-04-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Green', 155, 'heavy', 87, '2023-05-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lincoln', 'Purple', 356, 'light', 4, '2023-09-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Bentley', 'Violet', 379, 'light', 141, '2012-02-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Khaki', 385, 'light', 165, '2023-08-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Puce', 299, 'heavy', 6, '2020-08-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Red', 238, 'heavy', 76, '2023-03-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Maybach', 'Yellow', 140, 'light', 147, '2017-07-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Yellow', 266, 'heavy', 57, '2020-08-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lincoln', 'Purple', 200, 'heavy', 155, '2011-01-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Indigo', 195, 'light', 123, '2011-05-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volvo', 'Puce', 246, 'heavy', 61, '2019-07-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Mauv', 362, 'light', 19, '2017-04-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Khaki', 271, 'heavy', 93, '2019-01-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Maroon', 149, 'light', 112, '2016-04-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Puce', 177, 'light', 4, '2014-04-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Yellow', 400, 'light', 69, '2017-01-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Purple', 314, 'light', 46, '2011-02-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Violet', 158, 'heavy', 20, '2016-05-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Green', 244, 'heavy', 151, '2013-07-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Isuzu', 'Purple', 157, 'heavy', 112, '2015-11-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ram', 'Teal', 372, 'heavy', 141, '2015-05-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Indigo', 162, 'heavy', 165, '2010-07-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Indigo', 271, 'heavy', 44, '2015-01-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Teal', 205, 'light', 55, '2016-09-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Green', 345, 'light', 125, '2015-04-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Crimson', 176, 'light', 162, '2019-02-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Plymouth', 'Aquamarine', 299, 'light', 161, '2022-05-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Turquoise', 392, 'heavy', 110, '2023-03-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Pink', 229, 'heavy', 31, '2014-03-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Purple', 349, 'light', 4, '2015-08-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Goldenrod', 353, 'heavy', 135, '2013-10-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Aquamarine', 288, 'light', 78, '2011-06-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Purple', 374, 'heavy', 137, '2014-03-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Aquamarine', 298, 'light', 63, '2016-05-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Fuscia', 216, 'heavy', 76, '2015-02-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Yellow', 362, 'heavy', 34, '2011-12-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Eagle', 'Yellow', 347, 'light', 6, '2015-09-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Red', 387, 'light', 28, '2012-02-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Purple', 402, 'heavy', 121, '2013-02-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Purple', 140, 'heavy', 130, '2022-05-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Puce', 304, 'heavy', 88, '2023-06-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Red', 186, 'light', 31, '2018-10-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Maserati', 'Maroon', 179, 'heavy', 128, '2015-04-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Indigo', 314, 'heavy', 130, '2023-04-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Pink', 215, 'heavy', 38, '2013-04-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Goldenrod', 316, 'light', 72, '2023-11-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Blue', 347, 'heavy', 56, '2019-02-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Aquamarine', 195, 'heavy', 165, '2013-10-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Khaki', 144, 'light', 139, '2013-08-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Indigo', 347, 'light', 93, '2015-09-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Khaki', 252, 'light', 61, '2014-11-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Turquoise', 141, 'heavy', 7, '2020-01-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Orange', 144, 'heavy', 7, '2017-03-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Fillmore', 'Yellow', 398, 'heavy', 158, '2023-10-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Maroon', 350, 'heavy', 127, '2019-04-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Blue', 406, 'heavy', 24, '2011-06-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Red', 234, 'heavy', 34, '2012-09-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Land Rover', 'Fuscia', 201, 'light', 148, '2020-04-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Red', 274, 'heavy', 126, '2023-01-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Indigo', 148, 'light', 137, '2011-12-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Purple', 180, 'heavy', 2, '2015-05-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Teal', 178, 'light', 26, '2012-07-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Daewoo', 'Red', 171, 'light', 133, '2014-07-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Goldenrod', 248, 'light', 42, '2023-08-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Aquamarine', 193, 'heavy', 153, '2014-12-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Indigo', 382, 'heavy', 7, '2020-07-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Aquamarine', 270, 'heavy', 119, '2013-07-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Khaki', 236, 'light', 101, '2023-12-13');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saturn', 'Turquoise', 382, 'heavy', 112, '2020-05-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Puce', 304, 'light', 33, '2017-05-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Turquoise', 268, 'light', 145, '2013-06-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Mauv', 302, 'heavy', 21, '2018-12-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Purple', 282, 'light', 140, '2021-07-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Puce', 243, 'heavy', 58, '2014-02-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('MINI', 'Khaki', 350, 'heavy', 70, '2016-12-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Red', 211, 'light', 8, '2015-11-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saturn', 'Indigo', 295, 'light', 76, '2015-01-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Aquamarine', 349, 'light', 139, '2013-06-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Goldenrod', 347, 'light', 78, '2021-12-31');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Goldenrod', 170, 'light', 105, '2015-10-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Yellow', 369, 'light', 1, '2018-05-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Red', 306, 'light', 82, '2019-06-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Teal', 232, 'light', 132, '2018-10-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Crimson', 213, 'light', 143, '2014-01-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Orange', 292, 'heavy', 138, '2023-12-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Puce', 255, 'light', 116, '2020-06-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Red', 195, 'light', 60, '2020-04-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Blue', 362, 'light', 5, '2019-05-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Crimson', 259, 'light', 71, '2018-11-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Yellow', 314, 'light', 129, '2021-05-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Blue', 285, 'light', 126, '2011-04-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Purple', 247, 'heavy', 101, '2018-06-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Blue', 346, 'light', 56, '2013-04-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Blue', 147, 'heavy', 151, '2011-01-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Aquamarine', 179, 'light', 26, '2021-04-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Pink', 190, 'light', 52, '2023-10-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Violet', 386, 'heavy', 121, '2012-07-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Fuscia', 396, 'light', 19, '2012-11-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Crimson', 187, 'heavy', 100, '2014-08-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Blue', 221, 'light', 126, '2018-10-14');
insert into cars (name, color, speed, type, model_id, created_at) values ('Oldsmobile', 'Teal', 251, 'light', 45, '2015-07-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Indigo', 235, 'light', 73, '2020-08-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jeep', 'Red', 277, 'heavy', 140, '2010-04-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Maroon', 277, 'light', 14, '2017-11-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Puce', 381, 'light', 101, '2020-11-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Aquamarine', 410, 'heavy', 78, '2010-12-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Turquoise', 222, 'light', 80, '2020-12-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Red', 176, 'heavy', 132, '2021-12-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Blue', 294, 'light', 70, '2011-04-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Yellow', 324, 'heavy', 33, '2020-05-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Buick', 'Mauv', 201, 'light', 26, '2017-03-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Turquoise', 294, 'heavy', 60, '2019-03-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Puce', 229, 'heavy', 117, '2018-06-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Maserati', 'Maroon', 386, 'light', 72, '2023-10-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Goldenrod', 187, 'heavy', 30, '2018-01-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Violet', 358, 'light', 155, '2012-09-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saturn', 'Fuscia', 378, 'heavy', 59, '2014-12-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Yellow', 389, 'light', 57, '2020-06-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Teal', 265, 'heavy', 74, '2017-08-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Turquoise', 234, 'light', 112, '2014-05-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Indigo', 285, 'heavy', 164, '2014-09-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Orange', 232, 'light', 111, '2015-12-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Turquoise', 168, 'heavy', 109, '2018-05-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Pink', 152, 'light', 57, '2019-05-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volvo', 'Goldenrod', 235, 'light', 36, '2017-05-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Pink', 373, 'light', 130, '2023-12-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Orange', 306, 'light', 5, '2024-04-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Green', 201, 'heavy', 83, '2019-11-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Orange', 298, 'heavy', 42, '2021-05-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Pink', 188, 'light', 17, '2023-09-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Blue', 268, 'light', 102, '2022-04-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jaguar', 'Aquamarine', 383, 'heavy', 151, '2016-04-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Purple', 380, 'light', 13, '2020-05-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Aquamarine', 335, 'heavy', 141, '2021-06-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Geo', 'Orange', 402, 'heavy', 164, '2016-04-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Buick', 'Blue', 260, 'light', 99, '2017-10-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Puce', 405, 'light', 13, '2018-07-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Isuzu', 'Pink', 368, 'light', 28, '2017-08-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Red', 361, 'light', 43, '2014-05-06');
